"row","gene_id","percent_GC","length"
"749","ENSG00000231375",43.79,1609
"750","ENSG00000237467",30.88,2013
"751","ENSG00000229250",32.87,8642
"752","ENSG00000232205",42.26,1911
"753","ENSG00000230977",63.87,594
"754","ENSG00000274234",50.97,258
"755","ENSG00000225491",36.92,6158
"756","ENSG00000224827",64.07,781
"757","ENSG00000233740",59.56,2803
"758","ENSG00000279274",52,74
"759","ENSG00000234399",33.22,6922
"760","ENSG00000227439",42.58,1131
"761","ENSG00000224210",38.06,874
"762","ENSG00000232003",33.63,1242
"763","ENSG00000235412",42.24,36823
"764","ENSG00000183795",42.59,31647
"765","ENSG00000240566",35.08,726
"766","ENSG00000236379",33.55,1242
"767","ENSG00000274899",38.58,717
"768","ENSG00000227633",33.15,6947
"769","ENSG00000279115",52,74
"770","ENSG00000233652",59.65,2819
"771","ENSG00000233944",64.89,902
"772","ENSG00000223636",36.92,6159
"773","ENSG00000172297",54.14,6011
"774","ENSG00000278242",50.97,258
"775","ENSG00000233619",61.21,378
"776","ENSG00000237823",42.26,1911
"777","ENSG00000229709",32.89,8654
"778","ENSG00000232064",30.94,2022
"779","ENSG00000225609",43.79,1609
"780","ENSG00000270535",36.09,326
"781","ENSG00000225287",36.44,22286
"782","ENSG00000225256",38.5,3111
"783","ENSG00000223856",38.74,3649
"784","ENSG00000235004",32.88,1170
"785","ENSG00000252426",44.16,153
"786","ENSG00000231141",31.92,4898
"787","ENSG00000232614",31.51,5149
"788","ENSG00000225326",29.61,1610
"789","ENSG00000223406",42.24,482
"790","ENSG00000224240",41.69,318
"791","ENSG00000227629",44.82,4959
"792","ENSG00000237917",40.94,39801
"793","ENSG00000231514",55.16,639
"794","ENSG00000172288",41.35,2785
"795","ENSG00000242875",36.99,14448
"796","ENSG00000234414",36.98,14447
"797","ENSG00000234795",41.56,63722
"798","ENSG00000173357",34.89,9849
"799","ENSG00000290342",34.17,4207
"800","ENSG00000281449",40.68,161240
"801","ENSG00000180910",45.54,302
"802","ENSG00000224060",44.76,7674
"803","ENSG00000242153",38.91,64056
"804","ENSG00000250868",35.43,8284
"805","ENSG00000244646",35.45,8276
"806","ENSG00000282909",52.12,2213
"807","ENSG00000288686",48.16,22443
"808","ENSG00000227289",39.29,1969
"809","ENSG00000290841",43.29,7441
"810","ENSG00000235462",35.21,8283
"811","ENSG00000290852",36.1,2276
"812","ENSG00000241859",40.21,164168
"813","ENSG00000223637",35.36,6594
"814","ENSG00000239533",54.13,6014
"815","ENSG00000291016",54.84,4864
"816","ENSG00000278212",61.87,5155
"817","ENSG00000131002",36.66,36738
"818","ENSG00000206159",44.05,13526
"819","ENSG00000232235",40.3,1617
"820","ENSG00000224408",34.69,2109
"821","ENSG00000238154",35.05,14982
"822","ENSG00000281442",53.52,326
"823","ENSG00000283344",31.76,84
"824","ENSG00000232924",37.54,332
"825","ENSG00000275310",63.86,248
"826","ENSG00000281324",38.54,151019
"827","ENSG00000232808",36.89,4952
"828","ENSG00000233803",53.35,2820
"829","ENSG00000228383",40.42,7878
"830","ENSG00000286120",60.71,1992
"831","ENSG00000237802",40.48,7905
"832","ENSG00000286173",60.91,1992
"833","ENSG00000229549",53.23,2802
"834","ENSG00000228927",53.26,2802
"835","ENSG00000215540",34.55,9634
"836","ENSG00000215507",34.55,9634
"837","ENSG00000239893",35.12,1827
"838","ENSG00000225560",60.59,1968
"839","ENSG00000099725",44.4,97555
"840","ENSG00000290725",34.28,1580
"841","ENSG00000280475",42.86,510
"842","ENSG00000215580",40.55,28299
"843","ENSG00000206783",43.27,103
"844","ENSG00000281874",42.56,436
"845","ENSG00000207477",39.81,102
"846","ENSG00000281818",43.98,24186
"847","ENSG00000293362",40.48,7890
"848","ENSG00000290330",40.75,5744
"849","ENSG00000225516",60.64,1991
"850","ENSG00000258992",53.42,2794
"851","ENSG00000281051",53.24,478
"852","ENSG00000290373",40.5,5601
"853","ENSG00000274196",60.81,1992
"854","ENSG00000281234",45.19,1661
"855","ENSG00000238074",53.32,2814
"856","ENSG00000280689",42.17,114160
"857","ENSG00000290607",40.44,7872
"858","ENSG00000230066",60.63,1988
"859","ENSG00000290332",40.47,7888
"860","ENSG00000234803",60.74,1991
"861","ENSG00000236424",53.34,2802
"862","ENSG00000281168",40.11,378
"863","ENSG00000280962",40.41,89581
"864","ENSG00000224336",58.94,2230
"865","ENSG00000234110",57.37,2169
"866","ENSG00000226223",64.1,467
"867","ENSG00000232617",32.73,3781
"868","ENSG00000224075",43.06,49523
"869","ENSG00000228379",35.63,4198
"870","ENSG00000274445",63.9,240
"871","ENSG00000231874",55.28,1117
"872","ENSG00000234950",33.45,7870
"873","ENSG00000236718",34.3,11698
"874","ENSG00000243643",58.32,2180
"875","ENSG00000290378",43.1,832
"876","ENSG00000225685",49.2,2564
"877","ENSG00000278478",62.72,278
"878","ENSG00000281671",39.96,6228
"879","ENSG00000251766",51.26,118
"880","ENSG00000252289",56.3,118
"881","ENSG00000281525",48.96,575
"882","ENSG00000231411",58.45,1135
"883","ENSG00000226061",39.15,354
"884","ENSG00000237447",39.65,1921
"885","ENSG00000225840",49.73,1847
"886","ENSG00000251705",51.97,151
"887","ENSG00000237195",34.05,463
"888","ENSG00000250204",58.32,1988
"889","ENSG00000168757",53.2,2796
"890","ENSG00000290448",39.87,7686
"891","ENSG00000234830",60.68,1993
"892","ENSG00000275352",52.16,486
"893","ENSG00000234583",55.19,1117
"894","ENSG00000235094",56.96,2160
"895","ENSG00000229643",41.9,12702
"896","ENSG00000235895",32.81,3781
"897","ENSG00000232620",64.45,466
"898","ENSG00000293672",39.23,57291
"899","ENSG00000290954",36.98,10063
"900","ENSG00000294545",42.68,5090
"901","ENSG00000294758",38.87,3958
"902","ENSG00000293305",38.04,57889
"903","ENSG00000295056",40.74,86052
"904","ENSG00000239225",51.64,4821
"905","ENSG00000230663",51.56,27875
"906","ENSG00000295335",38.61,7921
"907","ENSG00000212856",45.87,56032
"908","ENSG00000129816",46.59,21174
"909","ENSG00000147753",46.84,17040
"910","ENSG00000185700",47.19,11303
"911","ENSG00000291034",42.57,343735
"912","ENSG00000291410",57.31,11942
"913","ENSG00000291411",63.35,351
"914","ENSG00000291412",61.39,2193
"915","ENSG00000291413",62.43,1535
"916","ENSG00000291414",68.25,62
"917","ENSG00000291415",56.47,84
"918","ENSG00000291416",69.41,924
"919","ENSG00000291417",64.03,1047
"920","ENSG00000291418",60.82,13729
"921","ENSG00000290435",43.36,20040
"922","ENSG00000291420",60.66,14434
"923","ENSG00000290369",51.59,4827
"924","ENSG00000297760",40.54,2604
"925","ENSG00000297994",38.45,60343
"926","ENSG00000229308",35.36,64284
"927","ENSG00000229236",38.47,110603
"928","ENSG00000291421",63.07,72441
"929","ENSG00000290323",40.85,115598
"930","ENSG00000291422",63,1091
"931","ENSG00000291423",57.81,1350
"932","ENSG00000291424",63.68,1059
"933","ENSG00000291425",58.69,10320
"934","ENSG00000237048",41.63,10688
"935","ENSG00000298447",35.73,3691
"936","ENSG00000212855",45.68,41499
"937","ENSG00000147761",46.83,17040
"938","ENSG00000233070",37.66,35989
"939","ENSG00000299745",44.04,19269
"940","ENSG00000288049",38.05,15222
"941","ENSG00000299844",37.22,9475
"942","ENSG00000290853",40.18,212342
"943","ENSG00000300212",38.54,66891
"944","ENSG00000300312",39.4,11147
"945","ENSG00000300595",37.27,15315
"946","ENSG00000223641",41.09,31586
"947","ENSG00000228786",43.12,17162
"948","ENSG00000301122",42.61,7432
"949","ENSG00000290344",37.71,80799
"950","ENSG00000291033",36.42,38961
"951","ENSG00000288406",38.89,143
"952","ENSG00000303338",36.46,12359
"953","ENSG00000303345",45.79,6489
"954","ENSG00000277930",38.86,6846
"955","ENSG00000290726",38.44,16203
"956","ENSG00000291032",44.09,98921
"957","ENSG00000231535",36.13,197622
"958","ENSG00000304558",39.81,1152
"959","ENSG00000129845",46.59,21173
"960","ENSG00000286050",36.95,88696
"961","ENSG00000290381",38.87,34153
"962","ENSG00000286187",47.33,21461
"963","ENSG00000305394",37.83,266
"964","ENSG00000293249",35.76,9846
"965","ENSG00000305658",37.26,5453
"966","ENSG00000289707",37.52,119199
"967","ENSG00000306111",40.79,9075
"968","ENSG00000306715",41.4,84603
"969","ENSG00000286009",50.45,2231
"970","ENSG00000308317",42.66,5090
"971","ENSG00000286201",38.15,44809
"972","ENSG00000309341",36.22,5159
"973","ENSG00000291031",39.47,111849
"974","ENSG00000286247",44.11,9195
"975","ENSG00000286217",45.44,163331
"976","ENSG00000288260",49.46,19657
"977","ENSG00000288430",33.33,110
"978","ENSG00000288297",51.16,13449
"979","ENSG00000233699",45.02,28317
"980","ENSG00000309700",45.91,11785
"981","ENSG00000288274",55.27,3994
"982","ENSG00000288243",53.56,7402
"983","ENSG00000309903",46.27,17484
"984","ENSG00000183385",47.03,10656
"985","ENSG00000310485",48.68,10927
"986","ENSG00000293442",44.3,107576
"987","ENSG00000227166",39.33,46115
"988","ENSG00000295583",40.38,113142
"989","ENSG00000227204",38.39,17073
"990","ENSG00000299821",38.03,15275
"991","ENSG00000227447",44.67,67323
"992","ENSG00000296286",44.98,28923
"993","ENSG00000230727",33.14,6936
"994","ENSG00000306918",37.81,78196
"995","ENSG00000224151",32.43,6311
"996","ENSG00000176728",38.76,304849
"997","ENSG00000288388",48.24,567
"998","ENSG00000288138",45.57,1860
"999","ENSG00000275578",29.22,2217
"1000","ENSG00000226011",36.17,15522
"1001","ENSG00000227494",32.44,6313
"1002","ENSG00000237659",64.94,501
"1003","ENSG00000290840",42.2,102558
"1004","ENSG00000205936",39.8,13213
"1005","ENSG00000225189",37.66,9815
"1006","ENSG00000305624",38.55,250146
"1007","ENSG00000230073",57.78,2048
"1008","ENSG00000232583",44.37,5769
"1009","ENSG00000309393",42.64,77747
"1010","ENSG00000234888",38.47,32714
"1011","ENSG00000235014",37.67,9817
"1012","ENSG00000229238",38.74,76495
"1013","ENSG00000299596",38.42,282014
"1014","ENSG00000188399",34.53,10720
"1015","ENSG00000294742",37.54,99088
"1016","ENSG00000277146",43.24,110
"1017","ENSG00000226611",36.17,15521
"1018","ENSG00000240438",39.24,47014
"1019","ENSG00000237269",35.27,6548
"1020","ENSG00000288057",39.08,32188
"1021","ENSG00000225466",38.43,33045
"1022","ENSG00000235981",37.26,15485
"1023","ENSG00000299288",38.17,15984
"1024","ENSG00000223698",52.47,6307
"1025","ENSG00000297966",46.56,4801
"1026","ENSG00000242854",58.09,4189
"1027","ENSG00000244231",57.85,3797
"1028","ENSG00000172342",56.49,5361
"1029","ENSG00000284071",43.42,9614
"1030","ENSG00000296017",46.81,16546
"1031","ENSG00000248792",40.83,168
"1032","ENSG00000293927",43.12,17167
"1033","ENSG00000284380",43.41,9615
"1034","ENSG00000310249",43,9582
"1035","ENSG00000172294",56.51,5361
"1036","ENSG00000240450",57.85,3797
"1037","ENSG00000239304",64.86,682
"1038","ENSG00000197092",52.47,6307
"1039","ENSG00000307363",44.13,5583
"1040","ENSG00000235583",37.25,15485
"1041","ENSG00000304207",38.4,15397
"1042","ENSG00000215506",38.47,71477
"1043","ENSG00000197038",35.36,11739
"1044","ENSG00000299768",36.82,16266
"1045","ENSG00000188656",52.87,2749
"1046","ENSG00000301844",53.23,2804
"1047","ENSG00000270073",53.99,2579
"1048","ENSG00000293749",53.05,2785
"1049","ENSG00000236786",52.29,2573
"1050","ENSG00000308528",51.34,2767
"1051","ENSG00000231436",34.73,10705
"1052","ENSG00000309329",38.58,22390
"1053","ENSG00000229208",34.26,15278
"1054","ENSG00000310196",35.97,27469
"1055","ENSG00000187657",51.2,2544
"1056","ENSG00000309435",43.16,9351
"1057","ENSG00000238235",50.47,2682
"1058","ENSG00000296934",43.99,8611
"1059","ENSG00000223744",34.13,15271
"1060","ENSG00000295986",36.04,26403
"1061","ENSG00000229725",57.25,2219
"1062","ENSG00000244395",37,14450
"1063","ENSG00000251618",58.91,2165
"1064","ENSG00000242389",36.96,14424
"1065","ENSG00000227444",58.93,2171
"1066","ENSG00000226092",34.56,9629
"1067","ENSG00000295847",35.77,9844
"1068","ENSG00000237968",58.34,1581
"1069","ENSG00000231159",38.49,33036
"1070","ENSG00000310035",38.47,48342
"1071","ENSG00000232475",31.86,793
"1072","ENSG00000229553",31.16,8358
"1073","ENSG00000228850",40.79,1014
"1074","ENSG00000232029",39.46,331
"1075","ENSG00000236951",44.92,75728
"1076","ENSG00000131548",46.69,14887
"1077","ENSG00000169800",36.92,14440
"1078","ENSG00000229159",58.79,2171
"1079","ENSG00000225615",33.74,5283
"1080","ENSG00000229234",33.05,7249
"1081","ENSG00000215560",50.75,2078
"1082","ENSG00000229940",59.94,2026
"1083","ENSG00000290336",37.33,7376
"1084","ENSG00000243040",35.38,10961
"1085","ENSG00000259247",50.95,2048
"1086","ENSG00000237902",58.82,2165
"1087","ENSG00000226941",36.95,14471
"1088","ENSG00000286057",56.41,233
"1089","ENSG00000286146",44.68,328
"1090","ENSG00000278678",43.58,295
"1091","ENSG00000279647",53.71,3741
"1092","ENSG00000280372",32.24,1494
"1093","ENSG00000179381",42.62,975
"1094","ENSG00000286148",38.78,311
"1095","ENSG00000279477",53.67,3774
"1096","ENSG00000279303",35.67,2455
"1097","ENSG00000280614",54.82,922
"1098","ENSG00000280330",56.12,1184
"1099","ENSG00000234159",52.83,1076
"1100","ENSG00000229336",34.16,441
"1101","ENSG00000224141",35.56,199055
"1102","ENSG00000235059",44.92,75713
"1103","ENSG00000233676",51.95,511
"1104","ENSG00000235965",33.45,1374
"1105","ENSG00000131538",46.71,14879
"1106","ENSG00000227075",34.79,42366
"1107","ENSG00000225735",40.27,878
"1108","ENSG00000232193",35.35,17925
"1109","ENSG00000234131",39.46,331
"1110","ENSG00000224873",40.79,1014
"1111","ENSG00000226771",33.66,3534
"1112","ENSG00000230814",31.16,8358
"1113","ENSG00000198618",49,497
"1114","ENSG00000300637",38.47,48340
"1115","ENSG00000226818",54.43,1849
"1116","ENSG00000279177",56.12,1184
"1117","ENSG00000228571",31.76,802
"1118","ENSG00000234340",40.98,1385
"1119","ENSG00000230476",38.46,33092
"1120","ENSG00000231755",38.64,50592
"1121","ENSG00000273589",64.98,296
"1122","ENSG00000290348",36.26,8483
"1123","ENSG00000237569",46.97,1470
"1124","ENSG00000286155",56.37,478
"1125","ENSG00000154646",35.11,216763
"1126","ENSG00000224657",34.57,9633
"1127","ENSG00000224917",57.66,2243
"1128","ENSG00000298004",37.28,26695
"1129","ENSG00000290724",34.28,1580
"1130","ENSG00000300757",35.51,6892
"1131","ENSG00000297434",37.69,31364
"1132","ENSG00000310304",37.28,26697
"1133","ENSG00000275592",45.29,1220
"1134","ENSG00000233522",51.98,27163
"1135","ENSG00000219368",34.37,1803
"1136","ENSG00000225906",39.04,1418
"1137","ENSG00000228184",49.88,2980
"1138","ENSG00000244278",36.36,14371
"1139","ENSG00000287801",35.69,131707
"1140","ENSG00000273872",42.7,924
"1141","ENSG00000215326",63.86,605
"1142","ENSG00000223870",34.13,7778
"1143","ENSG00000279895",53.32,4397
"1144","ENSG00000154639",39.97,80536
"1145","ENSG00000295422",32.43,3166
"1146","ENSG00000299625",37.27,5454
"1147","ENSG00000293280",36,14131
"1148","ENSG00000131007",39.12,16905
"1149","ENSG00000301107",39.44,32787
"1150","ENSG00000302211",38.14,5222
"1151","ENSG00000295232",39.46,32815
"1152","ENSG00000290716",38.47,9315
"1153","ENSG00000307031",32.47,3990
"1154","ENSG00000251510",36.46,55958
"1155","ENSG00000277282",53.67,435
"1156","ENSG00000215005",42.15,1992
"1157","ENSG00000231058",47.35,1851
"1158","ENSG00000279186",35.67,2455
"1159","ENSG00000215353",54.29,769
"1160","ENSG00000237444",39.43,524
"1161","ENSG00000217026",53.88,643
"1162","ENSG00000238265",32.99,14026
"1163","ENSG00000229306",38.78,17016
"1164","ENSG00000278181",57.67,377
"1165","ENSG00000226204",33.35,13794
"1166","ENSG00000229289",33.53,3900
"1167","ENSG00000286222",34.43,12975
"1168","ENSG00000224832",36.15,16831
"1169","ENSG00000279156",40.55,216
"1170","ENSG00000278106",61.48,134
"1171","ENSG00000228708",32.37,9241
"1172","ENSG00000231136",52.57,349
"1173","ENSG00000230233",33.26,35929
"1174","ENSG00000234439",55.01,1257
"1175","ENSG00000226996",35.43,7029
"1176","ENSG00000286012",38.78,311
"1177","ENSG00000231620",31.97,2126
"1178","ENSG00000142207",46.41,81994
"1179","ENSG00000288512",51.45,11557
"1180","ENSG00000286032",44.44,332
"1181","ENSG00000232263",41.35,369
"1182","ENSG00000286091",56.41,233
"1183","ENSG00000279990",46.35,437
"1184","ENSG00000291444",34.73,10705
"1185","ENSG00000154721",39.65,78304
"1186","ENSG00000291445",40.3,1617
"1187","ENSG00000291446",57.37,2169
"1188","ENSG00000291447",34.69,2109
"1189","ENSG00000291448",64.1,467
"1190","ENSG00000291449",35.05,14982
"1191","ENSG00000291450",37.54,332
"1192","ENSG00000291451",35.36,11739
"1193","ENSG00000291452",63.86,248
"1194","ENSG00000291453",36.89,4952
"1195","ENSG00000291455",53.23,2802
"1196","ENSG00000291456",45.71,68787
"1197","ENSG00000291457",60.86,1992
"1198","ENSG00000291458",53.35,2820
"1199","ENSG00000291459",53.43,2814
"1200","ENSG00000291460",46.86,62839
"1201","ENSG00000291461",60.81,1992
"1202","ENSG00000291462",45.7,46178
"1203","ENSG00000291454",60.59,1968
"1204","ENSG00000293355",40.49,7890
"1205","ENSG00000234730",36.14,48674
"1206","ENSG00000223822",48.44,738
"1207","ENSG00000230972",33.77,65715
"1208","ENSG00000224018",35.11,38053
"1209","ENSG00000231986",34.81,1743
"1210","ENSG00000225267",55.18,501
"1211","ENSG00000156282",44.56,1240
"1212","ENSG00000232260",41.67,467
"1213","ENSG00000223563",36.94,50366
"1214","ENSG00000232512",35.82,8648
"1215","ENSG00000215369",45.05,292
"1216","ENSG00000215317",47.11,1918
"1217","ENSG00000259981",35.57,8119
"1218","ENSG00000215351",46.57,495
"1219","ENSG00000235514",39.9,395
"1220","ENSG00000188694",42.51,1641
"1221","ENSG00000281181",54.82,922
"1222","ENSG00000288124",49.05,19651
"1223","ENSG00000219592",40.97,143
"1224","ENSG00000279167",44.12,101
"1225","ENSG00000233206",41.25,319
"1226","ENSG00000156304",38.15,61118
"1227","ENSG00000288352",51.7,14449
"1228","ENSG00000285019",38.74,332
"1229","ENSG00000285196",42.44,1566
"1230","ENSG00000285308",34.64,12082
"1231","ENSG00000288369",51.28,13153
"1232","ENSG00000285028",32.17,3872
"1233","ENSG00000285455",40.1,1650
"1234","ENSG00000285477",32.19,639
"1235","ENSG00000284403",39.25,106
"1236","ENSG00000288383",61.04,2119
"1237","ENSG00000288427",51.75,29247
"1238","ENSG00000233300",46.9,933
"1239","ENSG00000227342",36.23,2632
"1240","ENSG00000154654",34.02,544920
"1241","ENSG00000027001",39.76,159211
"1242","ENSG00000237527",35.12,31291
"1243","ENSG00000281383",54.82,922
"1244","ENSG00000218549",40.95,944
"1245","ENSG00000279690",37.98,831
"1246","ENSG00000235564",45.97,8178
"1247","ENSG00000227721",56.55,335
"1248","ENSG00000234107",41.31,517
"1249","ENSG00000282467",36.23,413
"1250","ENSG00000231231",45.33,9786
"1251","ENSG00000227330",36.93,92534
"1252","ENSG00000156284",37.33,2091
"1253","ENSG00000287109",37.15,8558
"1254","ENSG00000227090",34.21,16080
"1255","ENSG00000237609",52.45,592
"1256","ENSG00000279534",34.56,216
"1257","ENSG00000279648",37.01,2047
"1258","ENSG00000237138",54.59,816
"1259","ENSG00000279967",35.67,2455
"1260","ENSG00000142149",45.92,171613
"1261","ENSG00000269099",66.17,132
"1262","ENSG00000215604",34.16,18276
"1263","ENSG00000283579",49.11,26029
"1264","ENSG00000271429",38.66,237
"1265","ENSG00000288281",50,1335
"1266","ENSG00000228036",39,1635
"1267","ENSG00000288116",41.57,22395
"1268","ENSG00000240868",48.23,5873
"1269","ENSG00000232102",36.26,170
"1270","ENSG00000288542",42.82,141172
"1271","ENSG00000288217",42.58,29889
"1272","ENSG00000274351",40.89,1525
"1273","ENSG00000273167",44.28,341331
"1274","ENSG00000275945",49.63,805
"1275","ENSG00000154642",37.16,30412
"1276","ENSG00000218198",43.54,355
"1277","ENSG00000233259",45.86,398
"1278","ENSG00000179141",46.88,13590
"1279","ENSG00000102753",38.63,93362
"1280","ENSG00000184856",34.44,17989
"1281","ENSG00000159256",42.3,65959
"1282","ENSG00000284255",41.86,1062
"1283","ENSG00000284278",45.32,897
