"","row","gene_id","percent_GC","length"
"76590",76590,"ENSG00000042304",40.38,15637
"3838",3838,"ENSG00000042317",37.9,85426
"9213",9213,"ENSG00000042429",39.79,30736
"66402",66402,"ENSG00000042445",51.29,12576
"66550",66550,"ENSG00000042493",51.32,23679
"61273",61273,"ENSG00000042753",52.84,12710
"25159",25159,"ENSG00000042781",36.36,800557
"6457",6457,"ENSG00000042813",36.38,270908
"12064",12064,"ENSG00000042832",45.9,267945
"39666",39666,"ENSG00000042980",35.71,64945
"11965",11965,"ENSG00000043039",42.77,76431
"71978",71978,"ENSG00000043093",39.56,47879
"36104",36104,"ENSG00000043143",53.79,58918
"4258",4258,"ENSG00000043355",56.62,4981
"24215",24215,"ENSG00000043462",44.62,51582
"73562",73562,"ENSG00000043514",42.31,45401
"31402",31402,"ENSG00000043591",58.77,3038
"9401",9401,"ENSG00000044012",59.98,2410
"39357",39357,"ENSG00000044090",54.7,16326
"11064",11064,"ENSG00000044115",44.15,324067
"29117",29117,"ENSG00000044446",45.6,91816
"3053",3053,"ENSG00000044459",36.43,368941
"9679",9679,"ENSG00000044524",34.59,374513
"23597",23597,"ENSG00000044574",44.15,6529
"24602",24602,"ENSG00000046604",39.58,53727
"47469",47469,"ENSG00000046647",41.58,27419
"22501",22501,"ENSG00000046651",39.29,43212
"41035",41035,"ENSG00000046653",41.49,167699
"6372",6372,"ENSG00000046774",51.75,2948
"10872",10872,"ENSG00000046889",37.16,284986
"39001",39001,"ENSG00000047056",45.66,111453
"49453",49453,"ENSG00000047188",34.67,81591
"3205",3205,"ENSG00000047230",43.51,124937
"13226",13226,"ENSG00000047249",39.2,128015
"19769",19769,"ENSG00000047315",40.19,53436
"32827",32827,"ENSG00000047346",37.21,128500
"36509",36509,"ENSG00000047365",35.53,296293
"20967",20967,"ENSG00000047410",34.16,64041
"73672",73672,"ENSG00000047457",37.36,59419
"45419",45419,"ENSG00000047578",47.84,230211
"15289",15289,"ENSG00000047579",39.93,140251
"5415",5415,"ENSG00000047597",39.51,46339
"68909",68909,"ENSG00000047617",44.4,414363
"3782",3782,"ENSG00000047621",36.55,50773
"10000",10000,"ENSG00000047634",38.89,17539
"35422",35422,"ENSG00000047644",46.3,129220
"5433",5433,"ENSG00000047648",39.23,548269
"18645",18645,"ENSG00000047662",44.07,152315
"69401",69401,"ENSG00000047849",43.43,238582
"10711",10711,"ENSG00000047932",36.66,42273
"25362",25362,"ENSG00000047936",37.25,138589
"62202",62202,"ENSG00000048028",41.45,77698
"52584",52584,"ENSG00000048052",36.13,915467
"28309",28309,"ENSG00000048140",58.7,11667
"41506",41506,"ENSG00000048162",49.26,4981
"48920",48920,"ENSG00000048342",40.21,131687
"31940",31940,"ENSG00000048392",37.81,34459
"39591",39591,"ENSG00000048405",37.8,85134
"47501",47501,"ENSG00000048462",40.26,2858
"4431",4431,"ENSG00000048471",47.13,597553
"52720",52720,"ENSG00000048540",35.63,62222
"63050",63050,"ENSG00000048544",40.98,11167
"47306",47306,"ENSG00000048545",51.03,7974
"44791",44791,"ENSG00000048649",39.02,160860
"7389",7389,"ENSG00000048707",42.34,282017
"30815",30815,"ENSG00000048740",41.91,538278
"37664",37664,"ENSG00000048828",42.42,114427
"78325",78325,"ENSG00000048991",37.98,193815
"34163",34163,"ENSG00000049089",57.43,17324
"70722",70722,"ENSG00000049130",36.84,88058
"35097",35097,"ENSG00000049167",37.18,78619
"39432",39432,"ENSG00000049192",35.91,333182
"30065",30065,"ENSG00000049239",52.29,36563
"77518",77518,"ENSG00000049245",42.69,10136
"77529",77529,"ENSG00000049246",40.55,60886
"77606",77606,"ENSG00000049247",40.81,10429
"77610",77610,"ENSG00000049249",43.92,27294
"51298",51298,"ENSG00000049283",58.65,11068
"8626",8626,"ENSG00000049323",40.26,452556
"20217",20217,"ENSG00000049449",46.64,14648
"41663",41663,"ENSG00000049540",54.95,42118
"28978",28978,"ENSG00000049541",48.96,22959
"56822",56822,"ENSG00000049618",40.89,434759
"47749",47749,"ENSG00000049656",56.18,27347
"13704",13704,"ENSG00000049759",43.38,357314
"38205",38205,"ENSG00000049768",53.53,14362
"14060",14060,"ENSG00000049769",47.9,31668
"60400",60400,"ENSG00000049860",42.11,82624
"42175",42175,"ENSG00000049883",40.38,48028
"13227",13227,"ENSG00000050030",39.49,192616
"3422",3422,"ENSG00000050130",36.78,20967
"46224",46224,"ENSG00000050165",48.21,53562
"36224",36224,"ENSG00000050327",48.06,25344
"27044",27044,"ENSG00000050344",44.68,34939
"40270",40270,"ENSG00000050393",41.24,28011
"57614",57614,"ENSG00000050405",42.31,107732
"41500",41500,"ENSG00000050426",45.34,12462
"9524",9524,"ENSG00000050438",42.72,124446
"18881",18881,"ENSG00000050555",53.66,85299
"80682",80682,"ENSG00000050628",38.05,195463
"7533",7533,"ENSG00000050730",37.14,96058
"29631",29631,"ENSG00000050748",43.58,58956
"30914",30914,"ENSG00000050767",50.61,352917
"6613",6613,"ENSG00000050820",59.7,39872
"67241",67241,"ENSG00000051009",44.55,23366
"26149",26149,"ENSG00000051108",42.95,12722
"30402",30402,"ENSG00000051128",56.77,12060
"3047",3047,"ENSG00000051180",43.47,37566
"47029",47029,"ENSG00000051341",39.03,114557
"76891",76891,"ENSG00000051382",40.6,182592
"44347",44347,"ENSG00000051523",61.74,7808
"41267",41267,"ENSG00000051596",43.01,116807
"72546",72546,"ENSG00000051620",47.12,18666
"45122",45122,"ENSG00000051825",42.99,91694
"65457",65457,"ENSG00000052126",38.11,246731
"10173",10173,"ENSG00000052344",58.95,4294
"55810",55810,"ENSG00000052723",36.9,11206
"58032",58032,"ENSG00000052749",50.49,69719
"12939",12939,"ENSG00000052795",40.58,139024
"39078",39078,"ENSG00000052802",37,15497
"66433",66433,"ENSG00000052841",37.9,136013
"43979",43979,"ENSG00000052850",52.82,49699
"53744",53744,"ENSG00000053108",46.68,416086
"24586",24586,"ENSG00000053254",44.31,494278
"36864",36864,"ENSG00000053328",40.62,114409
"86051",86051,"ENSG00000053371",51.02,10153
"69799",69799,"ENSG00000053372",52.85,8323
"29291",29291,"ENSG00000053438",54.16,2484
"72266",72266,"ENSG00000053501",55.4,4891
"47153",47153,"ENSG00000053524",42.39,250737
"61083",61083,"ENSG00000053702",51.39,10196
"7162",7162,"ENSG00000053747",42.46,266769
"3981",3981,"ENSG00000053770",35.15,29818
"25884",25884,"ENSG00000053900",37.91,41235
"72905",72905,"ENSG00000053918",51.55,404451
"59113",59113,"ENSG00000054116",49.8,19483
"86266",86266,"ENSG00000054118",43.71,80925
"16509",16509,"ENSG00000054148",66.23,2303
"13509",13509,"ENSG00000054179",65.81,5954
"20226",20226,"ENSG00000054219",37.97,101401
"25716",25716,"ENSG00000054267",39.95,196585
"56528",56528,"ENSG00000054277",39.62,87274
"25556",25556,"ENSG00000054282",39.81,244057
"32365",32365,"ENSG00000054356",53.59,20025
"26261",26261,"ENSG00000054392",42.26,348044
"74463",74463,"ENSG00000054523",42.04,171033
"4927",4927,"ENSG00000054598",56.26,3982
"1835",1835,"ENSG00000054611",49.42,413082
"35478",35478,"ENSG00000054654",41.08,464534
"22440",22440,"ENSG00000054690",48.02,56322
"2361",2361,"ENSG00000054793",46.63,171876
"25684",25684,"ENSG00000054796",36.66,14191
"2357",2357,"ENSG00000054803",44,8162
"67423",67423,"ENSG00000054938",51.61,34997
"31801",31801,"ENSG00000054965",41.55,197702
"9494",9494,"ENSG00000054967",59.72,21075
"49394",49394,"ENSG00000054983",39.12,155845
"59645",59645,"ENSG00000055044",41.15,37925
"82838",82838,"ENSG00000055070",48.1,45570
"57751",57751,"ENSG00000055118",59.57,33360
"40043",40043,"ENSG00000055130",41.21,103196
"32006",32006,"ENSG00000055147",37.35,48788
"44654",44654,"ENSG00000055163",44.29,129516
"47129",47129,"ENSG00000055208",38.87,192972
"13393",13393,"ENSG00000055211",42.05,25454
"45617",45617,"ENSG00000055332",41.3,58312
"43884",43884,"ENSG00000055483",50.03,54060
"34663",34663,"ENSG00000055609",38.74,301722
"73766",73766,"ENSG00000055732",40.77,30418
"80366",80366,"ENSG00000055813",38.51,202182
"75823",75823,"ENSG00000055917",37.42,103543
"31559",31559,"ENSG00000055950",53.18,18057
"67921",67921,"ENSG00000055955",55.63,17726
"67826",67826,"ENSG00000055957",54.93,14473
"35919",35919,"ENSG00000056050",38.61,28474
"4393",4393,"ENSG00000056097",38.32,90390
"10533",10533,"ENSG00000056277",38.03,66192
"33889",33889,"ENSG00000056291",36.76,116403
"28579",28579,"ENSG00000056487",52.73,128843
"12083",12083,"ENSG00000056558",49.95,26780
"15077",15077,"ENSG00000056586",40.51,60803
"45460",45460,"ENSG00000056736",45.39,19226
"46152",46152,"ENSG00000056972",44.49,51525
"42713",42713,"ENSG00000056998",43.64,53996
"58541",58541,"ENSG00000057019",38.59,105754
"8832",8832,"ENSG00000057149",37.96,6696
"22992",22992,"ENSG00000057252",39.63,64966
"68977",68977,"ENSG00000057294",40.78,106053
"46578",46578,"ENSG00000057468",37.01,116360
"7640",7640,"ENSG00000057593",61.36,14897
"60270",60270,"ENSG00000057608",43.74,76910
"6078",6078,"ENSG00000057657",40.37,116476
"11170",11170,"ENSG00000057663",39.61,280368
"13488",13488,"ENSG00000057704",43.11,83435
"26830",26830,"ENSG00000057757",44.53,9814
"36807",36807,"ENSG00000057935",43.08,262378
"39275",39275,"ENSG00000058056",42.29,151334
"76833",76833,"ENSG00000058063",36.01,129508
"21327",21327,"ENSG00000058085",43.26,58889
"26774",26774,"ENSG00000058091",37.97,744166
"65714",65714,"ENSG00000058262",47.29,20064
"6798",6798,"ENSG00000058272",36.07,161897
"25704",25704,"ENSG00000058335",49.94,130874
"53535",53535,"ENSG00000058404",55.11,124558
"58428",58428,"ENSG00000058453",49.14,232691
"4443",4443,"ENSG00000058600",51.68,37726
"79714",79714,"ENSG00000058668",46.47,117249
"43896",43896,"ENSG00000058673",40.74,59376
"10231",10231,"ENSG00000058729",36.71,22380
"81290",81290,"ENSG00000058799",43.43,38079
"62787",62787,"ENSG00000058804",40.2,72985
"20457",20457,"ENSG00000058866",44.7,256566
"24294",24294,"ENSG00000059122",52.32,39277
"3683",3683,"ENSG00000059145",57.82,51546
"53080",53080,"ENSG00000059377",44.8,243274
"15784",15784,"ENSG00000059378",45.56,39202
"21335",21335,"ENSG00000059573",43.15,50770
"21938",21938,"ENSG00000059588",40.31,87866
"54426",54426,"ENSG00000059691",43.81,90503
"52799",52799,"ENSG00000059728",40.74,45257
"12362",12362,"ENSG00000059758",37.8,122219
"28577",28577,"ENSG00000059769",42.76,23017
"70193",70193,"ENSG00000059804",45.14,99777
"12591",12591,"ENSG00000059915",59.67,18922
"13527",13527,"ENSG00000060069",53.38,74700
"72159",72159,"ENSG00000060138",39.08,24234
"72145",72145,"ENSG00000060140",39.44,55395
"46880",46880,"ENSG00000060237",38.73,158873
"7536",7536,"ENSG00000060303",47.79,407
"4831",4831,"ENSG00000060339",41.75,71365
"9611",9611,"ENSG00000060491",63.45,9165
"4366",4366,"ENSG00000060558",52.65,27716
"42031",42031,"ENSG00000060566",52.71,19423
"62356",62356,"ENSG00000060642",47.96,13605
"8824",8824,"ENSG00000060656",51.58,90297
"81346",81346,"ENSG00000060688",42.02,37220
"65844",65844,"ENSG00000060709",48.57,372095
"79970",79970,"ENSG00000060718",33.18,232405
"70682",70682,"ENSG00000060749",38.69,100505
"56671",56671,"ENSG00000060762",38.93,18094
"26272",26272,"ENSG00000060971",51.46,34113
"5030",5030,"ENSG00000060982",40.01,139077
"30880",30880,"ENSG00000061273",54.88,50410
"49177",49177,"ENSG00000061337",50.43,57798
"12618",12618,"ENSG00000061455",40.18,105025
"39607",39607,"ENSG00000061492",47.85,8375
"23129",23129,"ENSG00000061656",59.57,5265
"75030",75030,"ENSG00000061676",35.82,129743
"32026",32026,"ENSG00000061794",38.61,45473
"26334",26334,"ENSG00000061918",36.48,48819
"41640",41640,"ENSG00000061936",46.45,88657
"63880",63880,"ENSG00000061938",58.27,48581
"15135",15135,"ENSG00000061987",36.21,133659
"32543",32543,"ENSG00000062038",49.21,91279
"23333",23333,"ENSG00000062096",40.73,71256
"7216",7216,"ENSG00000062194",40.02,90731
"67685",67685,"ENSG00000062282",52.02,42023
"59065",59065,"ENSG00000062370",38.31,40662
"44462",44462,"ENSG00000062485",46.15,28692
"25440",25440,"ENSG00000062524",57.9,10250
"39043",39043,"ENSG00000062582",50.93,3335
"32493",32493,"ENSG00000062598",44.15,66935
"21172",21172,"ENSG00000062650",39.86,86536
"70474",70474,"ENSG00000062716",39.75,135063
"41711",41711,"ENSG00000062725",39.71,83084
"42706",42706,"ENSG00000062822",55.06,33814
"43006",43006,"ENSG00000063015",54.21,51539
"32641",32641,"ENSG00000063046",42.71,35933
"12271",12271,"ENSG00000063127",43.07,35577
"44919",44919,"ENSG00000063169",51.9,95081
"23938",23938,"ENSG00000063176",56.78,11426
"23819",23819,"ENSG00000063177",55.98,3856
"24063",24063,"ENSG00000063180",53.77,8241
"18996",18996,"ENSG00000063241",56.69,9358
"54250",54250,"ENSG00000063244",56.03,20570
"19329",19329,"ENSG00000063245",54.85,34632
"13503",13503,"ENSG00000063322",52.37,9338
"36514",36514,"ENSG00000063438",51.64,116577
"10474",10474,"ENSG00000063515",64.33,3299
"10150",10150,"ENSG00000063587",49.09,25963
"38683",38683,"ENSG00000063601",42.48,72137
"73637",73637,"ENSG00000063660",64.64,32413
"10233",10233,"ENSG00000063761",47.62,134905
"20970",20970,"ENSG00000063854",53.32,31537
"43232",43232,"ENSG00000063978",49.21,53637
"69492",69492,"ENSG00000064012",42.24,128393
"51664",51664,"ENSG00000064042",40.5,340437
"71260",71260,"ENSG00000064102",36.38,33145
"12987",12987,"ENSG00000064115",40.31,42855
"13449",13449,"ENSG00000064195",57.41,5219
"25908",25908,"ENSG00000064199",37.93,23674
"59884",59884,"ENSG00000064201",63.03,16207
"24502",24502,"ENSG00000064205",51.46,13665
"12051",12051,"ENSG00000064218",44.36,15077
"58560",58560,"ENSG00000064225",38.88,88965
"67088",67088,"ENSG00000064270",48.85,97252
"65186",65186,"ENSG00000064300",56.75,19715
"47012",47012,"ENSG00000064309",39.95,107539
"33426",33426,"ENSG00000064313",37.5,102089
"17796",17796,"ENSG00000064393",45.66,216428
"37704",37704,"ENSG00000064419",39.8,100993
"6757",6757,"ENSG00000064489",54.55,46589
"6142",6142,"ENSG00000064490",54.66,9640
"7131",7131,"ENSG00000064545",51.6,19344
"48450",48450,"ENSG00000064547",58.93,5275
"28998",28998,"ENSG00000064601",56.09,8805
"7633",7633,"ENSG00000064607",50,43135
"13079",13079,"ENSG00000064651",35.24,105911
"10760",10760,"ENSG00000064652",40.32,185915
"37747",37747,"ENSG00000064655",45.44,294220
"73697",73697,"ENSG00000064666",59.72,12482
"73716",73716,"ENSG00000064687",60.53,25575
"22786",22786,"ENSG00000064692",39.26,152865
"48562",48562,"ENSG00000064703",40.27,20770
"50161",50161,"ENSG00000064726",39.45,50829
"59016",59016,"ENSG00000064763",38.9,192105
"22999",22999,"ENSG00000064787",40.73,133817
"46968",46968,"ENSG00000064835",32.38,17180
"42484",42484,"ENSG00000064886",44.64,42669
"3664",3664,"ENSG00000064932",63.17,66631
"83881",83881,"ENSG00000064933",36.81,93544
"38027",38027,"ENSG00000064961",65.34,6311
"22466",22466,"ENSG00000064989",33.03,106496
"39690",39690,"ENSG00000064995",41.7,11730
"44836",44836,"ENSG00000064999",44.93,202151
"53673",53673,"ENSG00000065000",56.41,63480
"30253",30253,"ENSG00000065029",48.23,37076
"41929",41929,"ENSG00000065054",64.6,13670
"59295",59295,"ENSG00000065057",61.44,8051
"44809",44809,"ENSG00000065060",42.82,85431
"81086",81086,"ENSG00000065135",38.65,51580
"1683",1683,"ENSG00000065150",40.27,70638
"8567",8567,"ENSG00000065154",42.49,21673
"19310",19310,"ENSG00000065183",36.95,36823
"15906",15906,"ENSG00000065243",36.25,152033
"17732",17732,"ENSG00000065268",62.24,14106
"5191",5191,"ENSG00000065308",46.66,79652
"16823",16823,"ENSG00000065320",49.77,222490
"17287",17287,"ENSG00000065325",44.97,69893
"34537",34537,"ENSG00000065328",43.59,49552
"30058",30058,"ENSG00000065357",48.71,26708
"48048",48048,"ENSG00000065361",50.12,26706
"58949",58949,"ENSG00000065371",42.25,23657
"22491",22491,"ENSG00000065413",40.24,344156
"17527",17527,"ENSG00000065427",45.57,21169
"34305",34305,"ENSG00000065457",44.58,26432
"12734",12734,"ENSG00000065485",45.22,158202
"5225",5225,"ENSG00000065491",43.34,75198
"73430",73430,"ENSG00000065518",39.34,6179
"79274",79274,"ENSG00000065526",43.57,104361
"52123",52123,"ENSG00000065534",45.34,274283
"80676",80676,"ENSG00000065548",36.75,25676
"18510",18510,"ENSG00000065559",37.09,123001
"37938",37938,"ENSG00000065600",44.57,50973
"40801",40801,"ENSG00000065609",36.62,156811
"35984",35984,"ENSG00000065613",36.59,62093
"5881",5881,"ENSG00000065615",37.45,107767
"36021",36021,"ENSG00000065618",48.32,54594
"12339",12339,"ENSG00000065621",43.48,36077
"47411",47411,"ENSG00000065665",43.14,40324
"49892",49892,"ENSG00000065675",43.1,153158
"62245",62245,"ENSG00000065717",54.68,49996
"77912",77912,"ENSG00000065802",47.31,25508
"23337",23337,"ENSG00000065809",43.19,256340
"5893",5893,"ENSG00000065833",36.91,220649
"41460",41460,"ENSG00000065882",42.84,248091
"46996",46996,"ENSG00000065883",38.73,149459
"41967",41967,"ENSG00000065911",43.85,31393
"3924",3924,"ENSG00000065923",41.06,159867
"58578",58578,"ENSG00000065970",47.53,22801
"41291",41291,"ENSG00000065978",40.63,21387
"5485",5485,"ENSG00000065989",54.53,52857
"24297",24297,"ENSG00000066027",39.33,76443
"45421",45421,"ENSG00000066032",38.65,1463630
"45803",45803,"ENSG00000066044",52.21,47086
"81868",81868,"ENSG00000066056",54.59,22126
"9225",9225,"ENSG00000066084",41.84,243672
"67831",67831,"ENSG00000066117",48.48,15507
"86332",86332,"ENSG00000066135",46.76,55369
"71676",71676,"ENSG00000066136",42.65,79955
"72680",72680,"ENSG00000066185",42.82,25924
"20349",20349,"ENSG00000066230",61.24,53993
"41762",41762,"ENSG00000066248",48.38,134555
"47054",47054,"ENSG00000066279",34.66,62573
"72895",72895,"ENSG00000066294",41.6,38421
"46871",46871,"ENSG00000066322",58.76,4676
"72672",72672,"ENSG00000066336",52.62,54509
"28956",28956,"ENSG00000066379",41.39,6010
"32507",32507,"ENSG00000066382",40.01,202379
"64778",64778,"ENSG00000066405",42.94,34920
"68453",68453,"ENSG00000066422",40.32,28246
"37248",37248,"ENSG00000066427",42.4,62125
"5829",5829,"ENSG00000066455",39.58,45642
"45979",45979,"ENSG00000066468",45.41,120126
"26747",26747,"ENSG00000066557",35.12,60774
"33418",33418,"ENSG00000066583",38.93,19279
"43430",43430,"ENSG00000066629",45.19,204367
"8383",8383,"ENSG00000066651",37.69,217338
"35102",35102,"ENSG00000066654",40.19,39268
"17515",17515,"ENSG00000066697",43.76,24591
"43613",43613,"ENSG00000066735",64.13,44440
"5564",5564,"ENSG00000066739",37.06,84146
"20482",20482,"ENSG00000066777",38.38,170270
"34901",34901,"ENSG00000066813",39.17,40201
"46845",46845,"ENSG00000066827",44.79,235261
"12789",12789,"ENSG00000066855",40.22,126527
"55141",55141,"ENSG00000066923",46.09,36824
"10544",10544,"ENSG00000066926",42.66,42355
"48227",48227,"ENSG00000066933",37.93,296286
"589",589,"ENSG00000067048",37.7,16370
"37127",37127,"ENSG00000067057",51.45,71385
"32398",32398,"ENSG00000067064",42.88,9967
"23912",23912,"ENSG00000067066",39.21,129664
"2795",2795,"ENSG00000067082",48.08,9285
"8191",8191,"ENSG00000067113",39.6,110115
"5184",5184,"ENSG00000067141",38.73,253495
"11917",11917,"ENSG00000067167",38.27,35198
"8037",8037,"ENSG00000067177",37.87,135505
"60415",60415,"ENSG00000067182",54.08,13357
"62714",62714,"ENSG00000067191",54.39,24249
"80376",80376,"ENSG00000067208",38.19,283708
"6981",6981,"ENSG00000067221",52.84,15696
